comparison_identifier,comparison_name,image_identifier,question,reference_type,admissible_or_required_reference_set,exact_direction_category,direction_family,first_condition,first_prediction,first_correct,second_condition,second_prediction,second_correct,change
H3,full_vs_rectified_crops,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,rectified_crops_only,"""locational""",True,full_multiview,"""right""",False,worsened
H3,full_vs_rectified_crops,IMG_3402.JPG,Where is 3rd Floor?,scalar,locational,scalar:{locational},locational,rectified_crops_only,"""ERROR""",False,full_multiview,"""locational""",True,improved
H3,full_vs_rectified_crops,IMG_3402.JPG,Where is Mathematical Sciences Office?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3402.JPG,Where is Room 301?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3411.JPG,Where is Mathematical Sciences?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""unknown""",False,worsened
H3,full_vs_rectified_crops,IMG_3419.JPG,Where is Women's Restroom?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3433.JPG,Where is Room 202A?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""left""",False,worsened
H3,full_vs_rectified_crops,IMG_3433.JPG,Where is Women's Restroom?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""left""",False,worsened
H3,full_vs_rectified_crops,IMG_3434.JPG,Where is Room 202A?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""left""",False,worsened
H3,full_vs_rectified_crops,IMG_3434.JPG,Where is Women's Restroom?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""left""",False,worsened
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 4034?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight-right""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 4040?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight-right""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3443.JPG,Where is 4050?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight-right""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3444.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3444.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3444.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""straight""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3481.JPG,Where is 2100-2119?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3481.JPG,Where is Room 2100?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3481.JPG,Where is Room 2119?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3483.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3483.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3485.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3485.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3503.JPG,Where is Earth Sciences?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3503.JPG,Where is Environmental Sciences?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3526.JPG,Where is 7100-7119?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3527.JPG,Where is 7100-7119?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3551.JPG,Where is Mechatronics Lab?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3551.JPG,Where is Mechatronics?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3556.JPG,Where is 3300-3321?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3556.JPG,Where is 3300?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3556.JPG,Where is 3321?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3556.JPG,Where is Room 3300?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3556.JPG,Where is Room 3321?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3577.JPG,Where is Ricketts Building?,scalar,locational,scalar:{locational},locational,rectified_crops_only,"""ERROR""",False,full_multiview,"""locational""",True,improved
H3,full_vs_rectified_crops,IMG_3595.JPG,Where are the restrooms?,scalar,straight,scalar:{straight},vertical_forward,rectified_crops_only,"""ERROR""",False,full_multiview,"""straight""",True,improved
H3,full_vs_rectified_crops,IMG_3601.JPG,Where is 3418?,scalar,straight,scalar:{straight},vertical_forward,rectified_crops_only,"""right""",False,full_multiview,"""straight""",True,improved
H3,full_vs_rectified_crops,IMG_3604.JPG,Where is the PUB Entrance?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H3,full_vs_rectified_crops,IMG_3625.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H3,full_vs_rectified_crops,IMG_3648.JPG,Where is Cogswell Conference Room?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3665.JPG,Where is Room 101?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3665.JPG,Where is Room 109?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3665.JPG,Where is the emergency exit?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3669.JPG,Where is Room 230?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3669.JPG,Where is Room 239?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3670.JPG,Where is Room 201?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3670.JPG,Where is Room 208?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3680.JPG,Where is Room 308?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Religious and Spiritual Life?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Student Success?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Suite 4100?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Suite 4200?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Suite 4600?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is Suite 4629?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is the Counseling Center?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3696.JPG,Where is the Dean of Students Office?,scalar,right,scalar:{right},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Auditorium?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Computer Lab?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Economics Department Office?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Lobby?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Men's Room?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Room 3100?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Room 3210?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Room 3400?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Room 3510?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Rooms 3100 to 3210?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Rooms 3400 to 3510?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is Russell Sage Lab. 3rd Floor?,scalar,locational,scalar:{locational},locational,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""locational""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is SAGE 3101 Computer Lab/Classroom?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is SAGE 3303 Auditorium?,scalar,left,scalar:{left},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H4,full_vs_original_raw,IMG_3320.JPG,Where is The Beanery Cafe?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3349.JPG,Where is 1201 - 1301?,scalar,down,scalar:{down},vertical_forward,original_raw_no_annotation,"""down-right""",False,full_multiview,"""down""",True,improved
H4,full_vs_original_raw,IMG_3349.JPG,Where is 1201?,scalar,down,scalar:{down},vertical_forward,original_raw_no_annotation,"""down-right""",False,full_multiview,"""down""",True,improved
H4,full_vs_original_raw,IMG_3349.JPG,Where is 1301?,scalar,down,scalar:{down},vertical_forward,original_raw_no_annotation,"""down-right""",False,full_multiview,"""down""",True,improved
H4,full_vs_original_raw,IMG_3391.JPG,Where is 2nd Floor?,scalar,straight,scalar:{straight},vertical_forward,original_raw_no_annotation,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H4,full_vs_original_raw,IMG_3391.JPG,Where is 3rd Floor?,scalar,straight,scalar:{straight},vertical_forward,original_raw_no_annotation,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H4,full_vs_original_raw,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,original_raw_no_annotation,"""locational""",True,full_multiview,"""right""",False,worsened
H4,full_vs_original_raw,IMG_3397.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,original_raw_no_annotation,"""straight-right""",True,full_multiview,"""straight""",False,worsened
H4,full_vs_original_raw,IMG_3432.JPG,Where is Room 202A?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""left""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3432.JPG,Where is Women's Restroom?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""left""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3443.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""straight""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3443.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""straight""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3443.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""straight""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,original_raw_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
H4,full_vs_original_raw,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,original_raw_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
H4,full_vs_original_raw,IMG_3483.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3483.JPG,Where is JEC 3232?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3483.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3503.JPG,Where is Earth Sciences?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""unknown""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3551.JPG,Where is Mechatronics?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""unknown""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3617.JPG,Where is Resident Life & Student Dining Services?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""down""",False,full_multiview,"""right""",True,improved
H4,full_vs_original_raw,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""right""",True,full_multiview,"""ERROR""",False,worsened
H4,full_vs_original_raw,IMG_3625.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_raw_no_annotation,"""right""",True,full_multiview,"""ERROR""",False,worsened
H5,full_vs_original_rectified,IMG_3308.JPG,Where is Restrooms?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""left""",True,full_multiview,"[""left"", ""locational""]",False,worsened
H5,full_vs_original_rectified,IMG_3311.JPG,Where is Restrooms?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"[""left"", ""locational""]",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Computer Lab?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Economics Department Office (Room 3504)?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Economics Department Office?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Lobby?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Men's Room?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Room 3100?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Room 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Room 3400?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Room 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Rooms 3100 to 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Rooms 3400 to 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is Russell Sage Lab. 3rd Floor?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""locational""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is SAGE 3101 Computer Lab/Classroom?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is SAGE 3303 Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3319.JPG,Where is The Beanery Cafe?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Computer Lab?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Economics Department Office?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Lobby?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Men's Room?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Room 3100?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Room 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Room 3400?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Room 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Rooms 3100 to 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Rooms 3400 to 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is Russell Sage Lab. 3rd Floor?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""locational""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is SAGE 3101 Computer Lab/Classroom?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is SAGE 3303 Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
H5,full_vs_original_rectified,IMG_3320.JPG,Where is The Beanery Cafe?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""locational""",True,full_multiview,"""right""",False,worsened
H5,full_vs_original_rectified,IMG_3397.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,original_rectified_no_annotation,"""straight-right""",True,full_multiview,"""straight""",False,worsened
H5,full_vs_original_rectified,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,original_rectified_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
H5,full_vs_original_rectified,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,original_rectified_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
H5,full_vs_original_rectified,IMG_3551.JPG,Where is Mechatronics?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""unknown""",False,full_multiview,"""right""",True,improved
H5,full_vs_original_rectified,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""right""",True,full_multiview,"""ERROR""",False,worsened
H6,full_vs_annotated_raw,IMG_3311.JPG,Where is Restrooms?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"[""left"", ""locational""]",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is 4100 to 4306?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is 4400 to 4711?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Elevator?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4100?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4101?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4112?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4203?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4306?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4400?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4510?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Room 4711?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Russell Sage Laboratory 4th Floor?,scalar,locational,scalar:{locational},locational,raw_crop_multiview,"""ERROR""",False,full_multiview,"""locational""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is SAGE 4101 Classroom?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is SAGE 4112 Classroom?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
